Nom;prix;imageUrl
Magnet 439 - Decorative frame Zermatt;2.00;/images/magnet/Magnet439.jpg
Magnet 440 - Decorative frame ZU;2.00;/images/magnet/Magnet440.jpg
Magnet 441 - Red edelweiss;1.90;/images/magnet/Magnet441.jpg
Magnet 442 - Swiss chocolate packaging;1.70;/images/magnet/Magnet442.jpg
Magnet 443 - Resin Bern Magnet;1.70;/images/magnet/Magnet443.jpg
Magnet 445 - Metallic Switzerland 10x6cm;1.20;/images/magnet/Magnet445.jpg
Magnet 446 - Metallic framed 10x6cm;1.20;/images/magnet/Magnet446.jpg
Magnet 447 - Metallic swiss pikes 10x6cm;1.20;/images/magnet/Magnet447.jpg
Magnet 448 - Metallic Valais 10x6cm;1.20;/images/magnet/Magnet448.jpg
Magnet 449 - Metallic Genève 10x6cm;1.20;/images/magnet/Magnet449.jpg
Magnet 450 - Metallic Vaud 10x6cm;1.20;/images/magnet/Magnet450.jpg
Magnet 451 - Metallic Bern 10x6cm;1.20;/images/magnet/Magnet451.jpg
Magnet 452 - Metallic Zürich 10x6cm;1.20;/images/magnet/Magnet452.jpg
Magnet 453 - Metallic Pedestrian 10x3cm;1.20;/images/magnet/Magnet453.jpg
Magnet 454 - Bern Bear;1.00;/images/magnet/Magnet454.jpg
Magnet 454 - Bottle-opener dookie;2.00;/images/magnet/Magnet454.jpg
Magnet 454 - Cheese Fondue spinner;2.60;/images/magnet/Magnet454.jpg
Magnet 455 - Cheese Fondue magnet;2.00;/images/magnet/Magnet455.jpg
Magnet 456 - Einstein head E=mc2;1.70;/images/magnet/Magnet456.jpg
Magnet 457 - METALLIC MAGNET Vevey;1.00;/images/magnet/Magnet457.jpg
Magnet 458 - Swiss animals MDF (in cork);1.00;/images/magnet/Magnet458.jpg
Magnet 459 - Swiss cities MDF (in cork);1.00;/images/magnet/Magnet459.jpg
Magnet 460 - Einstein;1.00;/images/magnet/Magnet460.jpg
Magnet 461 - Swiss ropeway;2.00;/images/magnet/Magnet461.jpg
Magnet 462 - Swiss boat;2.00;/images/magnet/Magnet462.jpg
Magnet 463 - Swiss train;2.00;/images/magnet/Magnet463.jpg
Magnet 471 - Switzerland Wood Signs;1.70;/images/magnet/Magnet471.jpg
Magnet 472 - Heart Basel Switzerland;1.00;/images/magnet/Magnet472.jpg
Magnet 473 - Basel Switzerland map;1.00;/images/magnet/Magnet473.jpg
Magnet 474 - METALLIC MAGNET Vevey;1.00;/images/magnet/Magnet474.jpg
Magnet 477 - Bear magnet resin;1.70;/images/magnet/Magnet477.jpg
